user,item,rating
144,10,3.0
551,4154,4.0
141,3618,3.5
597,1813,4.0
509,7724,3.0
288,2336,4.0
337,534,5.0
466,3168,4.0
57,2297,4.0
448,7400,2.0
73,8359,4.5
414,2531,1.0
597,1797,5.0
249,4650,2.0
429,310,4.0
352,2506,4.0
414,1137,3.0
450,2593,4.0
274,603,4.0
474,509,3.5
480,2391,3.5
570,1,4.0
103,1550,5.0
367,3092,4.0
39,922,5.0
448,4207,4.0
128,1083,4.0
357,5151,3.5
368,1192,2.0
307,334,2.0
169,2553,4.0
18,4113,3.5
217,134,3.0
590,4562,4.0
275,2208,5.0
448,7357,3.5
153,2190,3.5
288,3344,2.0
42,3348,4.0
432,695,5.0
525,4327,4.5
414,4422,4.5
603,184,5.0
489,1083,2.0
210,7308,4.5
400,6154,4.0
294,1788,4.0
590,6330,4.0
570,462,4.5
453,119,3.0
469,1616,4.0
160,3237,5.0
599,4715,3.0
352,8046,4.5
514,7621,4.0
204,7425,3.5
520,6811,2.0
599,2655,2.5
290,1876,4.0
425,4462,3.0
105,8449,4.0
247,900,4.0
367,2317,4.0
99,230,4.0
191,21,4.0
447,338,4.0
448,793,4.0
315,793,4.0
357,734,5.0
596,9054,4.0
105,9566,5.0
564,8143,4.0
605,6506,3.5
4,826,5.0
563,7979,3.5
551,8678,4.0
265,1903,4.0
448,7940,4.0
140,1494,4.0
182,3910,1.5
438,5754,1.5
103,909,4.0
438,3193,3.5
111,2638,3.5
174,134,3.0
17,7397,4.0
232,6431,3.0
474,1078,2.5
200,6000,5.0
448,1806,3.0
474,814,4.0
159,8450,2.0
312,1990,3.0
204,3741,4.0
489,515,4.0
66,2410,5.0
258,1939,5.0
446,221,3.0
290,958,4.0
169,798,4.5
608,329,2.0
391,3144,2.0
608,3695,0.5
274,4134,3.5
489,6237,3.0
408,278,4.5
288,2436,2.0
226,2568,4.0
414,4295,4.0
381,1618,3.0
477,5246,4.0
474,4533,2.5
480,5253,2.0
274,2223,3.0
127,1846,1.0
115,2022,2.0
469,818,4.0
132,1745,3.0
477,1047,0.5
474,4814,3.5
453,2896,4.0
290,112,2.0
290,2410,5.0
219,2980,4.0
199,696,4.5
132,5723,3.5
160,2249,4.0
424,8450,1.0
434,1939,5.0
294,476,3.0
200,2844,2.0
91,99,4.0
483,7889,4.0
604,69,4.0
105,7759,4.0
469,692,5.0
610,3230,3.5
480,614,4.0
560,6994,4.0
483,8179,4.5
469,702,4.0
444,303,3.0
232,513,3.0
343,3235,4.0
414,1628,4.0
511,4417,3.5
493,899,4.0
453,2163,4.0
115,2249,5.0
167,559,4.0
282,2258,4.5
603,3270,5.0
599,330,2.5
68,2776,3.0
366,6135,3.5
411,229,3.0
28,1498,3.5
14,296,5.0
199,21,4.0
288,3301,3.0
54,17,3.0
42,543,3.0
99,303,5.0
414,2978,4.0
357,5778,5.0
42,309,4.0
89,6971,2.5
111,3192,2.5
414,2785,3.0
356,4005,5.0
340,157,3.0
187,5912,4.0
608,185,2.5
294,1628,3.0
318,5853,3.0
572,99,4.0
91,4953,3.5
256,8359,4.0
50,8355,3.0
265,1158,4.0
606,196,3.5
523,8203,5.0
608,4665,3.0
198,3513,2.0
108,1291,4.0
536,275,3.0
305,8482,4.0
603,1304,5.0
448,2056,2.0
599,1696,2.5
240,127,3.0
301,616,2.5
4,1348,5.0
177,1603,3.0
579,1878,4.0
137,2738,4.0
380,484,5.0
47,8009,3.5
425,4569,3.5
212,6226,4.0
261,1224,3.5
603,1722,4.0
234,786,4.0
464,25,4.0
600,1591,4.0
555,856,3.0
381,6133,3.5
250,2342,5.0
17,4792,4.5
368,1905,3.0
474,3579,3.0
448,2174,3.0
18,7308,4.0
47,121,3.5
489,7753,3.5
222,7086,4.5
414,1878,3.0
150,72,3.0
525,528,3.5
260,1146,4.5
601,9587,4.0
377,4733,5.0
294,1056,3.0
132,312,3.0
509,4423,3.5
385,921,4.0
217,1550,4.0
151,9,4.0
274,2354,4.0
452,1883,5.0
298,4346,3.0
105,8558,5.0
474,798,4.5
28,1475,2.0
213,6505,3.5
376,396,4.0
294,1773,2.0
73,3786,3.0
240,221,4.0
232,4113,3.5
610,8932,2.5
73,7002,5.0
474,4452,3.0
332,7000,2.0
249,2981,2.5
560,597,4.0
266,58,1.0
563,7971,4.0
531,916,2.0
331,7002,4.0
328,1211,2.5
89,7037,4.0
141,1243,4.0
534,6203,4.0
358,5967,4.0
177,3610,4.0
182,2114,0.5
233,6330,3.5
474,5671,3.0
318,173,3.5
603,3457,4.0
414,4927,4.0
288,824,4.0
91,1560,2.0
477,595,3.0
198,3592,1.0
445,7286,3.5
187,1402,5.0
318,6912,3.5
597,1936,3.0
525,8022,3.0
19,1135,3.0
606,555,4.5
414,1665,3.0
608,6154,4.0
155,2654,4.0
319,7062,4.5
597,614,5.0
318,8251,4.0
135,914,4.0
320,2671,3.5
365,7440,0.5
562,5722,3.5
477,1585,3.0
10,6694,4.5
610,9060,4.0
212,8529,4.0
527,3570,5.0
249,7242,5.0
480,2007,2.5
177,4071,5.0
448,1597,3.0
133,507,3.0
391,3809,4.0
279,6299,4.0
474,1261,2.0
122,2354,5.0
294,1713,3.0
608,784,3.5
433,7356,3.0
202,1503,4.0
474,444,3.0
50,2786,4.0
232,4937,3.0
318,9697,3.5
414,5971,4.0
305,7190,5.0
19,1477,3.0
18,1734,4.0
72,547,4.0
469,1433,5.0
219,3574,4.0
161,5999,5.0
270,72,2.0
448,2232,5.0
105,901,4.0
482,2103,4.0
193,2145,2.5
182,2217,4.0
378,6299,4.5
474,235,3.5
590,4872,4.0
20,4224,2.0
89,4257,2.5
132,6437,4.0
325,702,4.0
539,7027,5.0
186,1905,5.0
226,3305,2.5
51,69,5.0
448,7267,2.0
113,1824,3.0
155,2392,4.0
608,628,4.0
432,2014,0.5
500,1570,4.0
9,795,2.0
477,3845,3.0
380,2286,3.0
198,2593,3.0
339,836,3.5
198,60,1.0
414,1857,3.0
105,7451,4.0
68,4224,2.0
322,6228,4.0
57,1484,4.0
182,3855,4.0
222,7821,3.5
610,353,5.0
534,1291,4.5
313,1939,5.0
385,509,3.0
599,4546,2.5
573,863,4.5
480,157,1.0
568,5113,3.5
414,1661,3.0
555,2796,3.0
199,1628,2.5
221,3381,4.5
36,934,4.0
387,477,4.0
69,511,5.0
232,6304,2.5
599,3356,2.0
434,10,3.5
183,338,4.0
89,7535,5.0
596,124,3.5
610,8450,4.0
156,33,4.0
318,6461,3.0
484,5361,4.0
387,1429,4.0
249,9669,3.5
149,1055,1.0
19,816,4.0
543,3338,5.0
221,2225,5.0
438,2476,3.5
342,522,2.0
610,8257,3.0
321,511,4.0
490,258,4.0
111,981,4.0
610,4171,5.0
580,1224,4.0
307,1612,1.5
105,8050,4.5
326,6907,4.0
369,817,3.5
597,2014,5.0
1,2693,4.0
19,2678,2.0
599,1257,2.5
603,99,5.0
414,5725,4.0
610,5717,3.5
80,511,5.0
220,3603,4.5
386,255,3.0
294,969,3.0
298,828,4.0
414,4254,3.0
57,1644,3.0
184,9721,3.5
596,687,4.5
376,254,4.5
288,198,3.0
232,1545,2.5
563,1177,3.5
387,2989,3.5
84,623,3.0
572,56,4.0
36,1645,2.5
490,6760,1.0
181,10,2.0
177,920,5.0
380,423,5.0
89,8846,3.0
103,1282,3.5
168,2374,5.0
290,949,5.0
64,3642,5.0
51,2730,5.0
369,4303,3.0
603,3267,4.0
561,338,3.5
572,2194,5.0
282,4422,4.0
489,3432,3.0
444,21,4.0
93,10,4.0
560,6047,4.0
220,902,5.0
42,2972,2.0
391,946,4.0
219,4224,1.5
19,257,3.0
241,5692,4.5
18,706,5.0
542,5720,0.5
599,1936,2.5
590,5164,3.0
274,6417,4.0
601,7648,4.5
367,3210,3.0
563,4476,3.0
105,4697,4.5
600,1906,2.0
382,7815,1.5
504,4156,3.5
566,312,2.0
122,7603,5.0
275,278,4.0
474,6463,4.0
610,7531,4.0
610,7155,4.0
168,2513,4.5
233,828,2.5
305,5835,5.0
606,3007,4.5
59,710,5.0
129,1063,4.5
341,8888,3.0
62,9375,4.0
301,1704,4.0
220,2553,4.5
28,2461,3.5
28,6030,3.0
599,932,4.0
256,2807,3.5
22,3624,3.5
563,7333,3.0
414,286,3.0
555,1803,3.0
380,4360,3.0
597,335,4.0
254,1503,5.0
424,3540,3.5
274,6564,3.5
237,1183,4.5
318,9180,4.5
432,5911,4.5
160,2761,1.5
599,2105,1.0
448,4453,2.0
68,1546,3.0
560,8352,4.0
514,1322,4.0
368,2865,4.0
489,157,0.5
610,8516,4.5
586,8172,5.0
69,1236,4.0
288,2888,3.5
177,2461,4.0
520,5294,2.5
380,2763,4.0
414,6061,3.5
555,2100,3.0
177,734,4.5
307,153,4.0
51,903,4.0
58,547,5.0
217,1773,2.0
140,2580,4.0
200,5260,4.0
414,131,4.0
45,2997,5.0
557,10,4.5
480,4160,5.0
599,5930,2.5
594,132,4.5
297,22,2.0
232,6630,4.5
280,7147,3.5
606,202,3.5
599,591,2.5
506,4931,3.0
592,456,2.0
123,6518,3.5
122,2,4.0
372,707,2.0
345,303,3.5
306,6724,3.0
608,5157,4.0
116,1284,3.5
274,5991,4.0
349,198,2.0
474,519,3.0
230,1962,3.5
489,6009,4.0
325,53,4.0
91,4008,3.0
307,6632,4.0
332,5325,4.0
480,3842,1.0
559,15,3.0
448,4183,3.0
276,591,4.0
246,7463,4.0
372,1133,1.0
23,918,3.5
448,1624,3.0
332,3748,2.5
318,7516,4.0
599,9446,3.5
16,863,4.0
483,7360,4.0
166,6060,3.5
573,1158,4.5
414,314,1.0
21,2031,5.0
59,2047,5.0
89,3775,2.5
526,2387,4.5
232,3004,3.0
260,3980,4.5
599,8649,3.5
28,2264,2.5
249,8001,3.5
103,790,4.5
230,5916,4.5
606,3122,4.0
561,8046,3.0
156,316,3.0
562,1872,3.0
489,734,4.0
57,1155,3.0
312,2633,3.0
292,7910,3.5
187,5191,4.0
213,3850,4.5
273,326,4.0
366,6694,4.0
455,511,5.0
489,1273,2.5
200,6012,3.5
291,6046,5.0
217,1739,3.0
455,226,4.0
273,316,5.0
563,8404,3.0
414,5698,3.0
372,464,4.0
137,2593,3.0
302,616,4.0
438,4012,1.0
184,9612,5.0
217,862,3.0
610,7634,3.5
177,4830,2.5
70,2339,4.5
288,4310,3.5
307,2896,0.5
553,1133,5.0
316,2885,2.5
274,6119,3.5
298,616,2.5
221,307,4.5
78,1475,4.0
381,2134,1.5
448,3168,1.0
52,1284,5.0
474,2,3.0
525,8843,2.5
496,3190,3.0
6,114,3.0
222,7621,2.0
274,6659,3.5
177,4222,4.5
596,2996,2.0
187,5881,2.5
590,6235,2.5
353,255,5.0
489,6771,0.5
607,570,4.0
198,1986,3.0
177,6062,2.0
29,6314,4.5
603,2235,4.0
368,2870,3.0
290,2436,3.0
483,1258,4.0
414,3699,3.5
387,957,4.5
292,5881,4.0
4,687,4.0
402,599,3.0
596,5933,3.5
68,2341,3.5
166,5356,4.0
17,4605,3.5
573,3242,4.0
610,7614,2.5
35,226,5.0
111,3987,0.5
599,2693,2.5
414,4014,4.0
380,3147,3.0
265,1979,4.0
610,7729,4.0
148,899,3.0
385,100,3.0
385,474,3.0
230,508,0.5
587,117,4.0
186,2103,4.0
105,6406,3.5
201,1628,4.0
501,83,3.0
29,925,4.0
182,5381,3.0
414,1706,4.0
554,1543,4.0
111,8582,3.5
63,7546,4.0
82,198,4.0
51,5066,5.0
380,5868,4.0
150,622,3.0
233,2145,3.0
597,902,5.0
182,1243,3.5
103,7645,3.5
483,2633,2.5
182,1691,3.5
160,1220,0.5
318,8185,4.5
387,2225,4.5
520,6294,3.5
64,405,3.5
115,2044,4.0
88,6994,4.5
47,4126,2.0
99,127,5.0
301,969,2.5
212,1298,3.0
91,2870,2.5
232,5837,3.0
603,909,5.0
274,2805,4.0
527,3177,1.0
288,1583,1.0
274,1936,3.5
608,465,1.5
288,5328,4.0
599,2210,2.5
140,3489,2.5
62,2078,4.5
4,190,1.0
564,4893,3.5
453,1755,2.0
232,4292,3.5
305,2002,5.0
217,326,3.0
406,114,4.0
396,1009,0.5
480,399,3.5
298,7648,2.5
488,687,5.0
18,8142,4.0
29,1820,3.0
157,2804,5.0
585,3163,3.0
260,5325,2.5
387,5472,4.0
286,957,4.5
561,258,4.5
318,9269,4.5
50,9145,3.0
207,2232,0.5
25,8677,4.5
282,2438,4.0
28,6867,3.0
28,6518,4.0
306,9206,4.0
45,2654,4.0
275,3359,5.0
182,1635,3.5
415,692,4.5
16,2278,3.5
298,904,3.0
213,3897,4.0
73,7903,3.5
131,6694,4.0
124,4240,4.0
318,6465,3.5
27,1527,3.0
113,2296,3.0
562,1478,4.5
414,4914,3.0
405,1333,4.0
111,1840,4.0
21,8286,4.0
105,7627,4.0
68,1292,4.0
586,1794,4.0
454,2020,3.5
381,7000,4.0
288,5687,3.0
580,6314,5.0
182,165,4.5
140,4422,3.5
288,1525,3.0
480,6467,3.5
89,2195,1.5
599,1231,3.5
599,2007,2.5
82,3786,2.0
375,1211,4.5
540,898,5.0
131,896,3.5
260,1113,3.5
474,4607,3.0
19,432,2.0
445,6756,3.5
221,1005,3.5
410,202,3.0
111,9576,1.5
51,3372,3.0
22,7129,0.5
590,6059,3.0
186,768,4.0
555,29,4.0
387,1472,4.0
610,2512,5.0
590,2512,3.5
141,3564,4.0
212,7196,3.0
390,6820,3.0
331,6730,3.0
28,4427,1.5
380,1292,5.0
140,697,4.0
543,315,3.0
42,2614,5.0
448,7602,3.0
474,136,3.5
297,1094,1.0
429,201,2.0
382,3570,4.5
600,1813,2.5
414,939,5.0
122,2942,5.0
474,1055,4.5
266,909,5.0
134,326,3.0
91,3999,4.5
131,3137,4.0
606,7882,2.5
220,3190,5.0
474,3306,3.0
120,535,3.0
166,4901,5.0
603,3471,4.0
301,419,3.0
563,7460,3.5
590,1822,2.0
599,5702,3.0
282,6196,4.5
453,2429,5.0
95,707,5.0
566,192,4.0
48,1187,4.5
119,2671,5.0
73,7135,4.0
448,4356,3.0
514,939,4.0
332,1061,2.0
448,8458,3.5
45,2833,5.0
18,153,4.0
480,218,3.5
603,2193,4.0
438,4843,4.0
140,3841,3.0
434,898,5.0
280,3618,4.0
182,3642,2.0
238,3158,4.0
495,4940,4.0
334,4132,3.5
273,202,5.0
10,7443,2.5
74,1667,3.0
89,1740,2.0
19,2441,2.0
136,386,3.0
19,132,3.0
326,945,4.5
599,38,2.5
219,4800,2.5
414,2168,2.0
411,326,2.0
414,1808,2.0
596,1394,3.5
156,907,5.0
89,4637,3.5
221,949,3.5
288,6202,3.0
534,8148,3.0
86,6677,2.5
20,2535,5.0
562,5870,4.5
600,3210,2.5
438,56,4.0
448,3831,4.0
303,16,2.5
220,3570,5.0
198,3004,5.0
400,315,4.5
460,4355,5.0
462,2964,0.5
23,148,3.0
489,578,1.5
111,9147,3.0
593,964,2.5
603,4236,5.0
274,2353,3.5
160,560,2.0
482,16,2.0
587,2591,4.0
599,7461,2.5
46,326,4.0
606,707,5.0
560,6781,4.5
271,832,3.0
263,3564,4.5
268,938,5.0
385,124,5.0
474,6070,3.5
305,8166,4.0
452,1187,5.0
593,2014,1.5
381,6178,2.5
21,8187,3.5
51,2401,4.5
424,1224,4.5
474,3127,2.0
465,1421,4.0
171,423,5.0
352,8330,2.5
332,1796,3.5
474,4317,1.0
330,2014,3.5
381,225,3.5
469,1059,3.0
606,7985,3.5
487,4523,3.0
133,157,2.0
33,507,5.0
448,5102,0.5
599,6183,3.0
298,6840,2.0
340,218,4.0
496,3634,4.0
305,8036,3.0
288,6441,4.5
577,695,5.0
567,8978,3.5
317,7752,3.0
517,4901,1.5
256,8872,3.0
68,2633,3.5
318,6139,4.0
68,1498,3.5
448,7379,3.0
313,1431,2.0
610,8389,2.0
232,1431,4.0
233,3190,4.0
434,1576,4.5
573,550,3.0
460,1574,4.0
19,1668,2.0
274,5698,1.0
246,6330,5.0
28,6910,4.0
217,413,4.0
474,1485,3.5
444,356,4.0
108,2201,3.0
314,239,3.0
387,3478,4.0
21,2987,4.0
511,6596,4.0
132,2896,2.5
522,6029,5.0
514,1846,4.0
448,4423,1.5
369,961,3.0
141,1158,3.5
298,1009,3.0
68,4607,2.5
480,5916,4.0
398,900,4.5
162,17,5.0
528,8006,3.5
121,1,4.0
363,898,1.5
307,3147,3.0
380,4528,3.0
323,34,3.5
343,914,5.0
168,962,5.0
500,651,3.0
9,4112,5.0
292,7492,3.0
385,473,3.0
273,153,4.0
475,8664,4.5
108,3153,5.0
62,7671,4.0
391,898,5.0
100,699,4.5
469,2047,4.0
350,432,4.0
523,9206,4.5
438,838,4.0
432,1236,4.0
462,6888,3.5
520,221,3.0
44,675,4.0
489,828,3.5
232,3137,5.0
480,1445,3.5
599,8244,1.5
61,957,4.0
480,6146,2.5
603,1038,3.0
419,2505,2.0
125,9207,4.0
274,2020,2.5
411,157,4.0
480,4609,4.0
339,707,5.0
584,298,4.0
182,2908,3.5
477,1281,4.0
603,2050,4.0
68,356,3.5
153,3190,2.0
610,2232,5.0
318,8889,4.5
111,2301,5.0
514,4132,2.0
182,2193,3.0
393,2833,5.0
294,2163,2.0
599,2945,2.0
96,1526,5.0
610,7208,3.5
20,4022,4.0
317,920,5.0
226,945,4.0
404,486,3.0
368,1243,3.0
344,338,5.0
140,900,4.0
103,3087,3.5
384,2029,1.0
18,4910,3.5
325,3410,2.0
306,7522,3.0
413,3163,5.0
534,8221,3.5
91,600,3.5
104,1711,3.0
240,1047,5.0
271,2145,2.5
525,4071,3.5
132,3137,4.0
560,1135,3.0
168,7397,3.5
590,6311,4.0
542,356,4.5
307,6577,4.0
602,243,3.0
370,863,2.5
462,4035,1.5
160,1847,2.0
6,351,3.0
600,6228,2.5
184,8506,3.0
474,2222,4.0
448,7825,2.0
604,19,1.0
387,2918,3.5
7,5928,4.5
509,6786,3.0
484,3466,4.0
105,315,3.5
522,898,4.5
287,1859,0.5
227,1797,4.0
380,3835,4.0
366,8552,4.5
161,3359,5.0
586,141,3.5
480,2393,2.0
129,3558,2.5
587,388,4.0
470,36,3.0
438,4124,3.0
167,1231,4.0
414,104,2.0
304,544,4.0
509,5299,3.0
284,177,4.0
410,2879,5.0
391,1576,2.0
468,277,3.0
509,6887,3.5
448,2803,3.0
63,3568,2.0
28,4053,4.5
357,6042,5.0
57,706,5.0
469,681,4.0
607,676,5.0
469,1308,4.0
184,9504,4.5
217,2588,3.0
448,5243,2.0
156,798,3.0
328,958,3.0
191,362,4.0
599,2329,4.5
63,4919,2.0
610,5838,3.5
64,578,4.5
432,1939,3.5
227,17,3.5
448,769,4.0
356,4132,3.5
58,98,5.0
448,8001,2.5
488,141,1.5
19,1440,3.0
509,6731,4.0
603,2047,4.0
198,419,3.0
339,3003,5.0
305,9328,3.0
448,6862,3.0
125,7918,4.5
357,1312,2.0
387,1730,4.0
213,1291,4.0
457,2837,3.0
19,2433,3.0
288,3204,3.0
525,3564,3.5
226,2,3.0
432,3828,4.0
275,304,4.0
21,8268,2.0
249,6382,1.0
602,413,5.0
91,1356,4.0
322,278,4.0
380,6489,3.0
28,6022,3.5
305,603,4.0
477,4306,4.5
448,85,2.0
198,3881,2.0
474,3270,3.5
56,315,5.0
606,4351,2.5
45,1939,5.0
169,1,4.5
509,4761,3.5
199,839,2.0
160,2544,4.0
315,908,5.0
326,2145,3.5
140,1211,5.0
323,278,5.0
603,943,5.0
288,5964,2.5
555,1862,3.0
305,883,5.0
599,6505,3.0
105,7368,3.5
57,696,5.0
68,7356,5.0
82,3229,3.5
387,872,3.5
137,999,4.0
414,2083,4.0
551,8408,3.5
444,230,3.0
325,3540,4.0
342,2683,3.0
270,34,5.0
80,6038,4.0
610,4360,2.5
462,1438,2.0
375,1398,0.5
600,1551,3.5
419,614,5.0
275,1445,4.0
489,2249,3.5
517,506,4.0
514,1438,4.0
265,1728,4.0
570,32,4.0
474,2627,3.5
301,17,4.0
414,4931,3.0
303,4310,4.0
489,301,4.5
177,710,5.0
89,8380,5.0
580,4134,4.0
453,1792,3.0
555,2990,4.0
607,11,3.0
484,810,4.5
292,781,3.0
548,898,3.5
380,7644,4.0
514,965,4.0
443,2145,4.0
586,8677,4.5
597,2055,3.0
117,298,3.0
202,801,3.0
153,898,0.5
495,7048,1.0
528,2079,3.5
249,7677,3.5
268,833,5.0
362,2225,4.5
511,8305,3.5
352,6902,3.0
414,1829,2.0
63,6820,3.5
448,5942,2.0
387,1971,2.5
274,4066,1.5
28,2833,3.5
362,63,4.0
599,374,1.5
556,6046,4.0
525,5857,4.0
368,428,3.0
606,2638,3.0
288,4474,3.5
312,1567,3.0
294,405,1.0
608,316,3.0
567,8142,2.0
212,7308,3.0
298,8134,3.0
146,4859,4.5
274,6047,3.0
306,9064,3.5
380,2741,2.0
601,7449,4.5
89,9221,3.0
525,2973,3.0
160,1587,3.0
51,5247,3.5
274,2762,4.0
314,435,5.0
599,909,5.0
414,3203,4.0
532,1503,5.0
580,595,3.5
517,6613,3.0
2,5295,3.5
124,315,5.0
76,6318,4.5
391,98,5.0
381,2225,5.0
176,276,4.0
294,1866,4.0
474,987,4.0
84,1063,4.0
514,6034,2.5
563,6671,3.5
232,5153,3.0
226,4940,2.5
111,7148,3.0
599,5295,3.0
517,886,4.0
382,8379,3.5
139,2980,2.0
51,1952,3.0
422,2005,4.0
477,4322,4.0
64,2833,3.5
561,1804,3.0
474,2864,1.5
434,1734,5.0
140,3869,3.0
46,254,5.0
590,1441,3.5
292,2249,4.0
318,3980,4.5
410,515,4.0
342,621,3.0
17,4146,4.0
610,6890,3.5
136,303,1.0
216,2939,2.0
590,691,5.0
492,645,3.0
610,939,5.0
356,1146,5.0
414,1054,3.0
586,2833,5.0
474,3136,3.5
66,99,4.5
599,90,2.5
290,867,4.0
339,8366,5.0
559,96,3.0
474,184,3.5
462,1603,3.0
274,535,2.5
298,2980,3.0
45,4351,4.0
587,816,4.0
606,6228,3.5
124,1154,4.0
121,396,3.0
263,5033,3.5
130,507,2.0
51,1472,5.0
452,920,4.0
83,3850,0.5
474,546,3.0
381,4160,5.0
474,6292,3.0
249,8513,3.0
64,229,3.5
448,7864,3.5
527,1057,5.0
351,6588,3.5
608,2598,4.0
504,1000,3.0
313,2568,1.0
437,14,3.0
453,3000,3.0
423,1243,5.0
141,3570,3.0
105,6570,3.0
603,1286,1.0
387,2848,3.5
527,695,4.0
564,8399,2.0
320,7196,4.0
437,798,3.0
262,28,5.0
571,1033,4.0
305,8109,3.0
528,98,5.0
274,2099,3.0
561,1171,2.5
19,292,2.0
407,8355,3.5
477,2553,5.0
249,8172,4.0
219,4608,4.5
91,335,3.0
284,32,5.0
599,1238,2.5
242,157,3.0
430,1797,5.0
84,25,5.0
588,22,3.0
527,1410,4.0
219,5213,4.0
274,337,3.5
387,965,3.0
195,911,4.0
20,2621,3.0
610,9239,5.0
18,974,3.5
45,2456,1.0
111,3636,4.0
68,1259,3.5
387,1068,2.5
140,3207,4.0
182,4240,3.0
425,5291,3.0
560,177,3.5
480,44,4.5
382,1880,2.5
593,1404,3.0
587,1522,3.0
528,914,4.0
89,3899,2.0
509,1522,2.5
380,510,3.0
495,8286,5.0
132,786,4.0
344,3980,4.5
265,834,3.0
68,10,4.5
439,4792,5.0
438,4304,2.5
305,7552,2.0
606,756,4.0
222,3000,4.0
190,7449,5.0
493,1347,2.0
489,7556,4.0
474,2297,3.0
469,1036,4.0
599,5252,3.0
160,2327,5.0
268,1751,5.0
608,6193,4.0
573,1291,1.5
76,486,3.5
590,1000,4.0
322,1972,3.5
452,63,4.0
80,2225,5.0
571,1694,2.0
57,437,3.0
608,5246,3.0
527,2997,5.0
140,5260,3.5
166,315,4.0
288,6194,2.0
217,934,5.0
580,2038,4.0
387,3619,3.5
561,696,4.5
52,124,4.0
331,3013,3.0
45,621,4.0
232,6867,4.0
89,8549,3.5
66,964,3.5
428,3913,0.5
459,5157,4.5
15,9206,3.0
438,3192,4.5
274,5304,3.0
610,3873,2.5
68,2730,3.5
352,5835,3.0
525,1063,4.5
368,562,4.0
352,820,5.0
448,9167,3.0
606,5724,4.5
27,2378,3.0
64,3491,4.0
275,1796,5.0
182,2477,4.0
599,5381,2.5
318,7150,4.0
586,6669,4.0
297,143,1.0
462,2387,4.5
428,296,3.5
345,889,3.0
563,2220,2.0
447,240,4.0
63,124,3.0
13,2945,3.0
288,2919,1.0
119,8533,4.0
113,1385,4.0
610,8243,4.0
414,3188,4.0
448,3642,4.0
512,254,3.0
45,62,3.0
125,3003,3.5
288,3212,2.0
153,8096,3.5
483,786,4.5
425,5157,3.5
380,2147,2.0
220,914,5.0
517,1064,0.5
325,2556,5.0
579,2459,4.0
603,1005,4.0
438,3869,2.0
195,1480,3.0
144,2249,3.0
5,278,3.0
240,397,3.0
298,3359,2.5
135,1399,2.0
294,2749,3.0
380,7885,3.0
599,16,3.0
580,1193,3.5
125,7291,2.5
428,1131,3.0
177,693,5.0
275,490,3.0
234,1120,3.0
438,4136,0.5
604,218,5.0
597,401,2.0
42,198,4.0
428,1662,4.0
171,29,5.0
368,2109,3.0
556,6889,2.5
313,10,4.0
391,1792,4.0
424,4894,4.5
599,981,4.0
18,5989,4.0
414,7308,3.5
335,1258,3.5
448,396,3.0
198,3104,3.0
304,784,4.0
608,780,1.5
483,1914,3.5
560,7379,2.5
232,6127,2.5
63,903,4.0
502,3260,0.5
606,1223,2.5
80,7759,5.0
6,38,4.0
21,6481,4.5
480,706,5.0
164,1044,4.0
251,255,5.0
380,5917,4.0
239,6071,3.5
414,202,4.0
571,1581,2.0
410,1669,2.0
477,3542,3.0
610,8473,2.5
298,3606,1.0
348,3606,4.0
607,2039,3.0
452,1645,4.0
474,1435,3.0
422,2003,1.0
89,9559,3.5
226,4403,4.0
414,4787,4.5
356,1053,4.0
105,9362,5.0
41,1322,4.0
448,5164,3.0
577,921,4.0
469,1305,3.0
590,2620,4.0
186,2455,3.0
380,1137,3.0
540,4346,3.5
201,1522,4.0
57,514,4.0
298,2022,2.5
596,1060,3.0
89,9177,5.0
455,473,4.0
584,124,5.0
469,1405,4.0
573,7290,4.5
377,1424,2.5
462,2590,5.0
603,1359,4.0
555,2231,4.0
249,6005,2.5
373,508,3.0
566,435,4.0
187,3007,4.0
387,3532,2.5
111,4876,3.0
123,6315,4.0
249,2833,4.0
274,975,3.5
387,36,2.5
68,7347,2.0
276,198,4.0
59,687,5.0
529,581,3.0
51,4071,5.0
232,2698,3.0
51,292,2.0
555,2258,5.0
47,6294,0.5
599,533,2.5
1,1475,4.0
608,1224,4.0
438,2344,3.5
474,1211,4.0
354,3190,4.0
387,4637,3.0
361,902,3.0
603,2232,2.0
19,1776,2.0
414,3764,2.0
249,9651,4.0
600,2216,3.5
487,8355,3.0
243,547,5.0
318,3447,5.0
514,1015,1.5
298,2038,3.0
334,1158,4.0
306,7451,4.0
313,3658,4.0
604,146,3.0
66,3360,4.0
534,6869,4.0
178,896,5.0
65,6906,4.5
11,1171,4.0
68,695,4.5
18,4877,2.5
103,8573,4.0
381,6631,2.0
4,1300,3.0
169,3463,4.0
249,8209,4.5
483,124,2.0
326,9111,3.5
561,7889,2.5
599,4703,4.0
380,2252,5.0
324,2897,2.0
307,1616,3.0
11,1206,4.0
445,3618,5.0
596,7450,3.5
608,250,3.0
483,3410,1.5
480,1085,3.5
298,6634,2.0
73,3564,4.0
62,5254,4.0
226,444,4.0
524,335,5.0
307,832,3.0
19,1390,3.0
474,1227,2.0
579,1183,4.0
19,2042,1.0
68,2545,3.0
202,2518,4.0
403,153,4.0
294,378,2.0
232,660,4.0
28,2258,2.5
377,3502,4.5
87,863,5.0
422,1937,1.0
599,6315,3.0
105,4520,4.0
222,1398,2.5
484,2439,4.0
244,802,4.0
